city,tmpd,dptp,date,pm25tmean2,pm10tmean2,o3tmean2,no2tmean2
chic,63,56.4,9/15/2002,5.95,9,26.94675926,11.07291667
chic,62,51.9,9/16/2002,9.2,34,14.72584541,32.9375
chic,65,56.2,9/17/2002,20.5625,41.33333333,24.57181416,39.23809524
chic,71,66.1,9/18/2002,21.3,31,25.05850168,28.68305336
chic,76,71.5,9/19/2002,12.45,42,14.31464098,20.98958333
chic,67,66.6,9/20/2002,5.714285714,40,9.638285024,17.91666667
chic,69,56.7,9/21/2002,8.6,18,24.07552083,19.03125
chic,56,45.2,9/22/2002,5.25,12.5,17.81770833,18.91666667
chic,54,41.6,9/23/2002,7.6,21,17.32878788,26.80505952
chic,52,41.5,9/24/2002,5.25,15,18.28431965,22.67708333
chic,59,47.6,9/25/2002,10.45,37,18.41547724,27.52585639
chic,62,53.8,9/26/2002,29.91428571,53,21.46841033,36.55492424
chic,60,55.2,9/27/2002,13.5,21.5,27.17017663,20.88125
chic,62,57,9/28/2002,29.4,38,28.38802083,21.83333333
chic,72,63.7,9/29/2002,26.95714286,40.33333333,36.27604167,16.84375
chic,77,56.9,9/30/2002,19.5,56.5,36.56482919,22.57589286
chic,75,64.8,10/1/2002,23.7,45,25.54427083,31.87026515
chic,66,62.7,10/2/2002,15.2125,23,16.97667573,23.60416667
chic,61,58.5,10/3/2002,13.3,23.5,14.36967844,17.20833333
chic,63,59.3,10/4/2002,11.9,19,15.1571558,17.41666667
chic,55,44.2,10/5/2002,8.1625,17.66666667,13.27083333,20.36458333
chic,58,45.7,10/6/2002,7.5,14,23.1484375,15.5625
chic,48,33.4,10/7/2002,7.1,14.5,13.99739583,24.88476967
chic,56,37.4,10/8/2002,9.375,35.5,9.589285714,30.89583333
chic,57,48.5,10/9/2002,15.6,44.5,9.573740119,31.07859849
chic,62,51.1,10/10/2002,22.4,51.5,10.57291667,33.76041667
chic,61,50.6,10/11/2002,30.48571429,54.83333333,10.70708786,34.66666667
chic,61,54.1,10/12/2002,25.7,28.5,14.21875,21.47222222
chic,42,27.5,10/13/2002,5.2,9.5,15.55989583,17.41666667
chic,44,27.1,10/14/2002,10.11428571,27.5,10.16927083,29.16666667
chic,50,33.5,10/15/2002,11.6,30,11.12715127,29.27020202
chic,42,30.9,10/16/2002,8.6,12.5,14.83208786,26.60209235
chic,41,35.8,10/17/2002,11.7,20.5,6.215692935,28.22222222
chic,49,42,10/18/2002,15.2,42,7.125,25.63888889
chic,42,32.4,10/19/2002,7.6,10,14.82291667,19.90277778
chic,41,31.2,10/20/2002,16.28,19,11.87760417,24.73611111
chic,45,35.3,10/21/2002,18.15,42,11.32552083,32.50252525
chic,44,34.8,10/22/2002,14.4,21,8.607336957,23.83816425
chic,43,37.8,10/23/2002,8.0125,14.33333333,12.71299172,20.19565217
chic,44,38.3,10/24/2002,7.5,11,11.5936853,21.31944444
chic,45,43.2,10/25/2002,19.9,29,5.369791667,21.63496377
chic,43,39.8,10/26/2002,15.8625,14.5,4.1953125,20.11458333
chic,42,31,10/27/2002,9.3,9,14.00761218,16.80208333
chic,44,36.3,10/28/2002,8.8,11,18.04968944,16.8125
chic,44,34.5,10/29/2002,7.875,12.33333333,18.14880952,16.25744048
chic,45,35,10/30/2002,7.433333333,9,20.16168478,20.13813406
chic,40,32.1,10/31/2002,15.9,16,8.982789855,26.125
chic,33,19.9,11/1/2002,11.475,18.5,11.78939394,21.93478261
chic,38,22.6,11/2/2002,10.8,21,11.04166667,21.82291667
chic,36,27.9,11/3/2002,19.2,20,6.908333333,22.6875
chic,39,30,11/4/2002,25.48571429,36.66666667,6.944782609,28.34970238
chic,38,35.4,11/5/2002,26.9,29.5,2.385416667,28.74003623
chic,40,33.7,11/6/2002,26.6,27,8.345108696,23.375
chic,44,35.6,11/7/2002,19.61428571,51.5,11.0317029,26.48046066
chic,56,36.7,11/8/2002,7.5,39,22.36458333,21.97916667
chic,58,52.7,11/9/2002,15.3,37,23.33333333,14.08333333
chic,51,53.1,11/10/2002,18.0625,26.5,14.72916667,12.46875
chic,39,34.5,11/11/2002,10.8,24,4.177083333,16.59375
chic,40,30.5,11/12/2002,17.15,21,6.040678524,22.95833333
chic,46,34.2,11/13/2002,15.5,36.5,6.779891304,23.46130952
chic,47,37.9,11/14/2002,9.2,17.5,12.19791667,21.43976449
chic,38,28.6,11/15/2002,4.65,4,29.10416667,14.25
chic,34,25.8,11/16/2002,4.1,7.166666667,27.36458333,14.44791667
chic,32,25.8,11/17/2002,10.9,11.5,14.63541667,25.07291667
chic,35,30.4,11/18/2002,27.65,36.5,2.884057971,33.19507576
chic,44,33.5,11/19/2002,17.88571429,22,5.495471015,24.17708333
chic,44,34,11/20/2002,13.8,32.5,3.302083333,30.40625
chic,39,32.8,11/21/2002,13.2,28.5,11.10507246,24.44927536
chic,31,24.9,11/22/2002,8.4875,15.5,12.45833333,28.35054348
chic,39,28.5,11/23/2002,14.6,22,8.083333333,25.09375
chic,32,24.4,11/24/2002,7.1,10.5,10.69791667,19.36458333
chic,26,18.1,11/25/2002,9.585714286,19.5,6.864583333,29.48958333
chic,25,21.6,11/26/2002,22.35,25.5,2.793025362,37.53422619
chic,22,16.8,11/27/2002,21.4,23,6.004076087,35.47321429
chic,24,20.2,11/28/2002,24.81428571,32.5,7.947916667,23.61458333
chic,40,29.4,11/29/2002,6.2,17,12.44791667,15.11458333
chic,29,15.3,11/30/2002,4.7,15,22.64583333,11.90625
chic,25,9.8,12/1/2002,6.55,18,14.95833333,17.29166667
chic,29,22.2,12/2/2002,7.8,14.5,13.88541667,26.87594697
chic,19,14.6,12/3/2002,11.4,24,11.87862319,36.63541667
chic,19,12.8,12/4/2002,18.4625,35.66666667,5.125,44.4682971
chic,20,12.6,12/5/2002,20,24,9.322916667,30.13541667
chic,21,13.6,12/6/2002,19.8,41,5.501893939,25.82789855
chic,35,25.8,12/7/2002,20.52857143,25.5,7.395833333,21.47916667
chic,22,10.9,12/8/2002,8.8,18.5,14.125,24.55208333
chic,20,10.3,12/9/2002,19.9,51,6.151268116,40.92000165
chic,34,18.8,12/10/2002,20.8,43.5,3.875,38.21875
chic,32,17.4,12/11/2002,27.3,75,3.243206522,47.76041667
chic,34,30,12/12/2002,28.65,30,2.096467391,28.33503788
chic,36,33.3,12/13/2002,37.9375,35,3.420742754,26.01339286
chic,35,30.1,12/14/2002,30.4,34.5,6.21875,20.14583333
chic,38,30,12/15/2002,13.8,19.5,12.23958333,16.45833333
chic,32,22.3,12/16/2002,6.314285714,14,23.21875,16.71331522
chic,34,27.1,12/17/2002,16.6,27.5,8.85326087,22.35416667
chic,46,47.5,12/18/2002,15.1,23,11.81612319,22.38541667
chic,45,36.1,12/19/2002,13.6875,17,7.014492754,15.375
chic,32,26,12/20/2002,6.8,12,11.03125,12.61458333
chic,31,24.1,12/21/2002,8.5,13,14.71875,14.34375
chic,28,20.4,12/22/2002,9.057142857,15,15.11458333,11.55208333
chic,28,16.6,12/23/2002,9.7,13.5,12.67708333,17.90625
chic,26,21.1,12/24/2002,13.7,15,11.35416667,25.53125
chic,26,22.4,12/25/2002,7.675,10,18.29166667,12.51041667
chic,24,18.5,12/26/2002,18.7,21.5,9.166666667,19.74337121
chic,26,22.7,12/27/2002,25.9,32.5,4.811141304,28.26041667
chic,31,28.2,12/28/2002,33.34285714,36.66666667,5.125,25.71875
chic,31,29.3,12/29/2002,42.3,39,6.635416667,25.75
chic,49,43.5,12/30/2002,16.3,23,10.41666667,19.90719697
chic,35,20.7,12/31/2002,11.575,15,10.23958333,24.39583333
chic,30,22.5,1/1/2003,4.2,7,26.30208333,10.91666667
chic,30,25,1/2/2003,9.4,7.5,22.67436594,19.36742424
chic,27,20.9,1/3/2003,12.65714286,21.8,10.05797101,32.66919192
chic,25,21.6,1/4/2003,25.4,25.5,5.75,33.61111111
chic,31,30.2,1/5/2003,32.9,24.5,2.5,26.02777778
chic,30,21.5,1/6/2003,11.04285714,15,13.6875,27.59920635
chic,37,27.7,1/7/2003,16.3,21.5,8.635416667,18.95833333
chic,46,30.6,1/8/2003,11.4,21.5,9.122916667,20.40277778
chic,37,23.8,1/9/2003,6.657142857,14.8,17.58514493,20.95833333
chic,21,9.1,1/10/2003,9.6,18,20.03940217,19.43055556
chic,14,2.3,1/11/2003,6.2,13,20.32291667,15.875
chic,21,8.1,1/12/2003,8.957142857,20.5,14.39583333,22.63888889
chic,24,5.7,1/13/2003,11.7,18.5,17.41847826,24.16071429
chic,14,5.8,1/14/2003,,22,14.66666667,24.47222222
chic,13,1.3,1/15/2003,15.6,29.8,11.59375,31.72222222
chic,22,4.6,1/16/2003,,37,9.302083333,38.55
chic,17,1.9,1/17/2003,10.2,29,17.80932971,29.42550505
chic,15,6.6,1/18/2003,15.65,22,16.88541667,22.79166667
chic,16,8.9,1/19/2003,11.7,27,16.125,21.16666667
chic,17,-0.7,1/20/2003,10.9,42.5,20.25,25.72222222
chic,12,-5.2,1/21/2003,11.78571429,29.6,17.47961957,27.95634921
chic,9,-5.3,1/22/2003,12.5,20,18.86079546,23.40277778
chic,4,-9.3,1/23/2003,11.1,22,18.72916667,24.93297101
chic,9,-4,1/24/2003,16.8875,31,10.3745471,29.25219298
chic,25,11.5,1/25/2003,,30,13.27083333,21.73611111
chic,10,-2.5,1/26/2003,9,32,24.58333333,20.18055556
chic,7,0.1,1/27/2003,19.24285714,37.25,9.705615942,40.45833333
chic,26,20.5,1/28/2003,29.4,53,4.610960145,36.90277778
chic,21,17.1,1/29/2003,19.8,19,11.49048913,33.51388889
chic,25,20.3,1/30/2003,22.8,30,8.229166667,35.24747475
chic,34,30.4,1/31/2003,24.5,40,3.447916667,26.95833333
chic,33,29.5,2/1/2003,30.3,29,6.677083333,22.60555556
chic,37,33.9,2/2/2003,35.22857143,44.75,6.583333333,20.45833333
chic,39,37,2/3/2003,30.4,46,3.641757246,29.33459596
chic,21,12.5,2/4/2003,8.9,15,20.52400362,16.51388889
chic,18,4.5,2/5/2003,11.65,27,13.54166667,27.375
chic,24,13.9,2/6/2003,,19,14.26358696,26.48611111
chic,13,1.8,2/7/2003,9.3,19,18.03125,23.32427536
chic,20,9.5,2/8/2003,12.9375,22.66666667,19.02083333,18.55555556
chic,15,0,2/9/2003,,18,21.15625,22.08333333
chic,18,9.8,2/10/2003,,17,15.3740942,25.1199495
chic,19,4.9,2/11/2003,11.17142857,39,19.33333333,21.45833333
chic,13,0.3,2/12/2003,13.1,34,22.46875,21.38888889
chic,22,7.4,2/13/2003,18.5,38,12.45833333,35.69444444
chic,25,19.9,2/14/2003,27.62857143,60.5,12.76539855,47.14087302
chic,24,15.1,2/15/2003,5.3,9.5,34.08333333,12.83333333
chic,23,12.9,2/16/2003,3.8,9,34.78125,12.44444444
chic,27,21.8,2/17/2003,14.35,20.5,22.36458333,27.625
chic,31,27.4,2/18/2003,27.5,28,10.54800725,30.86706349
chic,33,19.6,2/19/2003,15.5,31.5,13,33.18055556
chic,39,23.8,2/20/2003,15.4,24,11.10960145,35.52777778
chic,37,24.8,2/21/2003,28.6,45.5,5.166666667,40.59722222
chic,28,24.2,2/22/2003,13.9,19,21.07291667,21.02777778
chic,20,7.1,2/23/2003,6.7375,15.5,29.89583333,17.125
chic,15,8.8,2/24/2003,16.1,21.5,19.48233696,28.44444444
chic,8,-2.5,2/25/2003,30.9,35.5,11.53668478,37.70833333
chic,18,9.4,2/26/2003,28.9125,37.2,11.65530303,41.86904762
chic,21,12.9,2/27/2003,,37,13.875,43.36956522
chic,27,15.4,2/28/2003,46.2,62.5,8.775362319,57.56439394
chic,,22.9,3/1/2003,47.7375,47.5,9.416666667,37.44444444
chic,21,15,3/2/2003,18.8,19.5,21.14583333,17.69444444
chic,20,14.6,3/3/2003,15.2,24.5,13.50181159,33.26388889
chic,25,23.3,3/4/2003,20.25714286,26.6,13.26721015,32.97222222
chic,22,15.6,3/5/2003,14.1,12.5,30.40896739,22.58333333
chic,20,16.8,3/6/2003,21.3,20,25.52083333,33.63888889
chic,29,25.5,3/7/2003,27.5625,34,10.94338768,30.04272993
chic,28,22.3,3/8/2003,28.2,27,13.69791667,28.69444444
chic,10,-4.2,3/9/2003,7.8,11.5,31.73958333,13.20833333
chic,11,0.9,3/10/2003,12.71428571,27.6,20.87771739,28.76984127
chic,31,18.4,3/11/2003,22.9,47,15.59790843,29.52777778
chic,36,30.5,3/12/2003,32.1,42,15.73958333,29.5
chic,31,24.4,3/13/2003,14,13,30.07291667,24.38043478
chic,39,23.6,3/14/2003,,44,12.86458333,41.39444444
chic,45,37.3,3/15/2003,22.05,33.5,6.989583333,36.26388889
chic,55,47,3/16/2003,36.42857143,43,18.17708333,29.36111111
chic,57,45.6,3/17/2003,33.7,33.5,13.60643116,40.31911506
chic,41,38.2,3/18/2003,37.2,44.5,28.58288044,27.53888889
chic,43,36.4,3/19/2003,28.0625,30.5,21.21875,27.79166667
chic,54,47.6,3/20/2003,,39.5,7.90625,33.76785714
chic,44,35,3/21/2003,8.3,15.5,16.90172101,20.3994709
chic,43,35.2,3/22/2003,15.6,22.4,17.29166667,18.83134921
chic,52,34.7,3/23/2003,20.65,36,17.94791667,26.62638889
chic,58,41,3/24/2003,15.1,49,26.77536232,32.41666667
chic,49,33.5,3/25/2003,8.8,23,19.54166667,31.59444444
chic,45,28.7,3/26/2003,,45.5,19.16220238,38.32608696
chic,54,33.8,3/27/2003,14.5,29.5,22.15625,31.23611111
chic,49,42.7,3/28/2003,11.8,18,18.47373188,19.11111111
chic,32,22.3,3/29/2003,,8,30.5,15.625
chic,33,20.9,3/30/2003,,13,19.47916667,28.13888889
chic,40,26.7,3/31/2003,13.475,30,20.36775362,27.67424242
chic,60,40,4/1/2003,25.3,50.5,27.05357143,28.41346154
chic,54,38.4,4/2/2003,29.8,51,19.71726191,31.81702899
chic,42,37.9,4/3/2003,38.9625,57,7.413561077,23.54830918
chic,36,35.1,4/4/2003,,10,7.536749482,20.59722222
chic,29,20.4,4/5/2003,6,8.5,32.19940476,12.26388889
chic,34,23.2,4/6/2003,6.557142857,8,37.80952381,8.888888889
chic,32,30.3,4/7/2003,9.6,12,25.4076087,16.94444444
chic,32,28.2,4/8/2003,13,10,31.80952381,19.24818841
chic,36,25.7,4/9/2003,7.557142857,15,34.4690735,30.01388889
chic,42,21.8,4/10/2003,8.9,28,23.07142857,43.25883838
chic,51,26,4/11/2003,16.9,58.5,22.95238095,43.4375
chic,43,29,4/12/2003,3.985714286,6.5,36.90476191,14.10833333
chic,48,32.9,4/13/2003,11.7,22,30.14583333,26.16666667
chic,67,39.3,4/14/2003,16.8,66.5,39.6344893,19.79734849
chic,75,42.9,4/15/2003,12.21428571,61.4,40.4689441,20.40497076
chic,55,36.8,4/16/2003,10.7,35,27.46428571,21.91414141
chic,42,33.5,4/17/2003,12.65,22,23.32034632,23.22222222
chic,43,35.1,4/18/2003,17.325,17,22.41110248,23.61111111
chic,60,50,4/19/2003,16.7,39,25.71130952,23.88888889
chic,59,49.5,4/20/2003,8.1,12.5,33.80357143,12.08333333
chic,47,37.6,4/21/2003,6.6125,11.2,20.07815735,17.2089372
chic,46,27.5,4/22/2003,6.6,13.5,31.77976191,28.56944444
chic,43,23,4/23/2003,,16.5,32.125,35.20454546
chic,49,28.4,4/24/2003,13.54285714,37,27.28869048,34.72222222
chic,50,28.5,4/25/2003,7.85,29.5,34.2573052,28.48333333
chic,48,24,4/26/2003,5.8,15.5,36.11011905,26.56944444
chic,56,28,4/27/2003,13.5125,34.8,39.64285714,33.33333333
chic,66,39.5,4/28/2003,16.8,59,28.07052277,41.67857143
chic,54,38.4,4/29/2003,10.3,22,27.83410973,35.76111111
chic,57,48,4/30/2003,19.11428571,24.5,14.13095238,37.59217172
chic,50,47.4,5/1/2003,,10.5,15.94642857,27.55208333
chic,45,27.4,5/2/2003,7.2,12,37.41071429,18.47395833
chic,46,26.3,5/3/2003,7.642857143,16.6,31.52678571,23.3125
chic,48,35,5/4/2003,12.4,19.5,29.54761905,21.04166667
chic,61,51.9,5/5/2003,11.3,18,30.94060559,18.68628247
chic,60,47.1,5/6/2003,8.928571429,20.5,28.99003623,24.7817029
chic,53,46.6,5/7/2003,14.3,19,26.86605525,24.00520833
chic,55,47.8,5/8/2003,,23,23.47136152,25.09375
chic,69,56.8,5/9/2003,15.075,34.8,25.72339221,32.51041667
chic,65,57.9,5/10/2003,15.7,21.5,26.44791667,30.07291667
chic,60,44.5,5/11/2003,,8.5,22.89955357,7.947916667
chic,59,38.3,5/12/2003,5.657142857,30.5,31.2971735,20.70075758
chic,61,35.8,5/13/2003,13.75,22,26.22743595,29.14855073
chic,53,44.2,5/14/2003,16.2,25,17.02728714,38.21875
chic,52,45.4,5/15/2003,13,19.4,35.57291667,22.359375
chic,55,45.6,5/16/2003,19.1,21,30.45052083,28.97233496
chic,59,50.3,5/17/2003,26.4,21.5,35.67447917,17.59375
chic,60,52.3,5/18/2003,22.62857143,22,30.7109375,15.36458333
chic,66,61.4,5/19/2003,37.3,40.5,13.21490036,22.58854167
chic,58,45.3,5/20/2003,11.3,14,24.953125,17.765625
chic,51,36,5/21/2003,4.75,12,20.94372736,14.84375
chic,50,33.6,5/22/2003,,17.5,31.24422554,23.49925595
chic,53,35.2,5/23/2003,10.8,24.5,31.39322917,33.08292749
chic,57,38.7,5/24/2003,9.7,20,33.86458333,23
chic,57,42.8,5/25/2003,6.8,10,32.71875,14.51041667
chic,59,44.8,5/26/2003,8.3,12.5,28.13020833,18.41145833
chic,62,46.3,5/27/2003,10.21428571,25,21.16176713,28.24573864
chic,65,52,5/28/2003,20.7,50.5,16.22105567,36.03043831
chic,58,46.8,5/29/2003,10.1,17,15.86514946,26.00520833
chic,58,51.8,5/30/2003,17.5125,46.5,17.74742671,36.15625
chic,48,42.7,5/31/2003,6.2,9.5,28.42447917,15.33333333
chic,51,34.4,6/1/2003,4.8,13,26.375,22.5
chic,53,42.8,6/2/2003,16.8,31,19.20549242,37.63778409
chic,57,46.9,6/3/2003,24.7,18.5,38.97305254,30.19270833
chic,58,41.8,6/4/2003,11.3,25,31.84375,30.609375
chic,63,44.9,6/5/2003,16.71428571,39,27.70833333,41.50595238
chic,61,51.7,6/6/2003,25.5,55,22.78125,45.91666667
chic,66,53.3,6/7/2003,19.4,28,38.89322917,26.9375
chic,62,56.1,6/8/2003,10.27142857,16,26.20052083,20.36458333
chic,65,53.2,6/9/2003,9.1,22.5,32.80445076,21.875
chic,66,60.3,6/10/2003,15.1,36,30.43229167,31.83333333
chic,61,52.6,6/11/2003,9.742857143,11.5,31.19010417,16.72693452
chic,61,55.1,6/12/2003,17.5,22,28.46650609,24.69047619
chic,64,58.3,6/13/2003,,21,21.92708333,28.59895833
chic,65,54.7,6/14/2003,10.125,19.8,33.91666667,21.80729167
chic,66,54.4,6/15/2003,8.6,13.5,31.046875,13.44791667
chic,66,48.9,6/16/2003,11.6,22,34.08401268,24.35445488
chic,67,47.2,6/17/2003,15.75,38.5,42.65470603,38.43953804
chic,74,58.7,6/18/2003,25.6,75,32.96774127,43.71458333
chic,60,39.8,6/19/2003,5.6,9,33.1667696,11.375
chic,59,40.9,6/20/2003,6.728571429,22.4,27.33072917,22.44791667
chic,64,46.9,6/21/2003,12.9,28,25.52604167,30.08333333
chic,70,51.7,6/22/2003,20,38,40.0078125,32.54166667
chic,75,55.4,6/23/2003,22.1625,52.5,43.34601449,32.51089015
chic,79,62.4,6/24/2003,,68.5,56.16607996,26.86458333
chic,82,65.1,6/25/2003,33.9,66,56.13666214,22.94933712
chic,68,56,6/26/2003,6.742857143,18.6,25.48097826,15.625
chic,70,51.6,6/27/2003,11.5,34,33.44791667,20.92708333
chic,73,60.6,6/28/2003,11.3,25,35.26822917,20.6875
chic,74,56.6,6/29/2003,9.775,22.5,29.35416667,21.44791667
chic,72,53.9,6/30/2003,12.7,50,28.22169384,32.92617754
chic,73,53.4,7/1/2003,19.85,40.5,42.09335886,31.55208333
chic,75,55.5,7/2/2003,22.38571429,45.6,50.20561594,34.7488354
chic,79,65.4,7/3/2003,24.05,71.5,35.34352355,34.72395833
chic,84,68.4,7/4/2003,32.9,47.5,45.66145833,21.34375
chic,78,66.2,7/5/2003,18.27142857,24.5,50.86197917,18.71354167
chic,78,68.6,7/6/2003,13.9,26.5,40.93229167,16.41145833
chic,79,70.8,7/7/2003,12.75,42,25.25113225,23.828125
chic,72,64.6,7/8/2003,8.6125,18.5,24.09635417,22.44248188
chic,69,61.2,7/9/2003,7.6,16.5,30.09471756,17.81628788
chic,73,63.5,7/10/2003,6.8,14.5,26.01415308,15.66145833
chic,69,56.5,7/11/2003,5.6625,18,22.3973652,15.74139493
chic,71,54.5,7/12/2003,8.4,18,22.94791667,21.8125
chic,70,56.3,7/13/2003,15.2,27.5,31.39583333,28.35416667
chic,70,58.9,7/14/2003,22.9125,35.8,31.44033062,31.78645833
chic,77,64.4,7/15/2003,,25,39.30208333,17.84375
chic,72,57.1,7/16/2003,8.7,19,21.17640399,26.12817029
chic,75,65.1,7/17/2003,14.98571429,35.5,29.90409873,29.15584416
chic,66,53.2,7/18/2003,6.2,11.5,26.12035779,16.07007576
chic,68,53.2,7/19/2003,9,22,31.13541667,24.39583333
chic,76,65.4,7/20/2003,14.48571429,26.75,30.72135417,20.66666667
chic,75,64.4,7/21/2003,10,18,35.66779891,18.29017857
chic,68,58.2,7/22/2003,5.8,9.5,21.27853261,9.916193182
chic,67,53.1,7/23/2003,4.4125,8.5,19.4765625,11.94791667
chic,67,47.8,7/24/2003,6.4,25,15.79744112,21.16621377
chic,71,57.7,7/25/2003,17.5,52.5,32.28136323,24.875
chic,77,63.2,7/26/2003,23.9,37.8,49.06510417,14.27083333
chic,74,63.1,7/27/2003,14.7,21,32.1171875,11.80208333
chic,65,58,7/28/2003,10.2,22,22.15998641,16.44704322
chic,68,51.4,7/29/2003,15.25,36.5,24.30819746,25.95199275
chic,69,55.9,7/30/2003,20.1,45.5,28.68138587,36.99345356
chic,75,63,7/31/2003,27.3,54,34.6500947,28.06534091
chic,75,64.4,8/1/2003,23.8625,37,32.3828125,30.55492424
chic,72,62.4,8/2/2003,10.5,25.5,24.60677083,21.47916667
chic,71,64.1,8/3/2003,14.5,20.5,20.76041667,24.83333333
chic,69,62.4,8/4/2003,17.9,20.5,29.52117301,22.20833333
chic,71,62.6,8/5/2003,19.8,35.5,25.64787138,31.87001812
chic,74,65.6,8/6/2003,23.2,47.5,15.68018157,42.1875
chic,73,64.6,8/7/2003,11.71428571,23,22.64136611,19.45321824
chic,69,64.3,8/8/2003,6.9,10,18.93229167,10.73550725
chic,70,60.8,8/9/2003,6.2,11,22.15885417,13.39583333
chic,73,59.4,8/10/2003,11.6375,18.5,24.06510417,16.38541667
chic,69,64,8/11/2003,9.8,18.5,17.36956522,17.275
chic,71,64.4,8/12/2003,11.3,13.5,24.64914773,11.21354167
chic,72,66.6,8/13/2003,17.3375,28.6,29.75701993,14.64130435
chic,77,71.4,8/14/2003,33.5,50.5,37.68617365,26.6875
chic,79,71.6,8/15/2003,36.8,55,24.88462409,28.83049242
chic,83,69.1,8/16/2003,23.5875,41.5,41.109375,16.71875
chic,78,63.4,8/17/2003,14.6,19,33.0078125,10.44270833
chic,73,60,8/18/2003,12.6,26.5,25.16998106,23.38315217
chic,71,60.4,8/19/2003,17.18571429,30.25,25.88258605,31.50271739
chic,77,67.7,8/20/2003,37.3,59,40.3432971,31.07244318
chic,84,70.4,8/21/2003,27.4,63,46.72350544,24.22767857
chic,71,57.2,8/22/2003,10.47142857,17,24.01019022,14.88683712
chic,69,55.9,8/23/2003,6.6,14,19.7421875,14.55729167
chic,72,62.3,8/24/2003,15,25,33.22916667,18.32291667
chic,83,67.1,8/25/2003,26.81428571,52.4,47.6337183,26.27898551
chic,82,69.1,8/26/2003,19.7,50.5,40.3125,34.07575758
chic,74,62.6,8/27/2003,15.3,20,30.29710145,24.38020833
chic,76,65.7,8/28/2003,18.15714286,44.5,37.08174819,26.234375
chic,76,63.4,8/29/2003,13.5,25,31.03571429,21.33333333
chic,68,51.3,8/30/2003,2.5,7,27.45238095,9.614583333
chic,66,57.5,8/31/2003,8.65,18,26.16964286,13.828125
chic,63,61.4,9/1/2003,6.8,7,32.92857143,7.697916667
chic,67,59.9,9/2/2003,12.5,21,31.82375776,21.859375
chic,72,58.8,9/3/2003,14.25,30.5,22.01200181,25.46376812
chic,62,51.7,9/4/2003,5.3,11.5,18.61118659,19.20014881
chic,62,50.9,9/5/2003,11.4,32.5,14.18319746,28.83333333
chic,66,53.3,9/6/2003,13.575,25.5,24.453125,32.68229167
chic,73,60.3,9/7/2003,16.7,30.5,31.00520833,30.73958333
chic,72,61.7,9/8/2003,23.3,68,22.04438406,43.84375
chic,72,63.1,9/9/2003,26.5,45,29.4544837,30.96685606
chic,72,63.3,9/10/2003,37.9,51.5,32.33430089,29.67164855
chic,74,60.6,9/11/2003,37.8,58.5,39.22622283,26.86322464
chic,72,60.7,9/12/2003,32.6125,46.25,29.95040761,29.62083333
chic,75,63,9/13/2003,35.7,47.5,39.859375,21.88541667
chic,67,61.2,9/14/2003,15.9,17,24.91145833,16.57291667
chic,63,47.5,9/15/2003,9.325,27.5,13.01183712,26.42708333
chic,66,50,9/16/2003,9.5,58.5,17.48112237,35.97916667
chic,68,52.7,9/17/2003,17.6,41.5,28.68229167,35.31534091
chic,68,54.2,9/18/2003,24.9,40.2,37.390625,31.46875
chic,58,47.2,9/19/2003,16.8,25,15.91304348,18.27083333
chic,56,43,9/20/2003,8.7,26,16.71354167,19.98958333
chic,62,50.5,9/21/2003,15.7,30,32.390625,19.54166667
chic,62,54.5,9/22/2003,6.5,24.5,19.10606061,20.42708333
chic,59,42.6,9/23/2003,12.2,29,15.2348279,22.9375
chic,62,50.1,9/24/2003,10.3625,25,17.14605978,24.10416667
chic,53,38.6,9/25/2003,12.3,28,11.97780797,19.78030303
chic,57,48.7,9/26/2003,6.7,28,7.377943841,28.8844697
chic,54,42.6,9/27/2003,5.6,14.5,12.70833333,12.98958333
chic,52,41.6,9/28/2003,7.9,11.5,12.4341299,11.27083333
chic,50,36.6,9/29/2003,12.7,23,10.54166667,19.20923913
chic,48,32.2,9/30/2003,5.271428571,21,11.61616848,19.48958333
chic,44,26,10/1/2003,6.6,29.5,10.79761905,22.44444444
chic,42,22.2,10/2/2003,7.7,34.5,7.517857143,25.9452679
chic,48,37.7,10/3/2003,12.1625,71,7.786490683,31.29166667
chic,49,36.9,10/4/2003,14.7,25,11.60714286,24.52777778
chic,47,40.5,10/5/2003,9.4,23.5,16.125,20.94444444
chic,48,37.5,10/6/2003,8.625,22.6,16.24249482,27.33333333
chic,61,49.4,10/7/2003,7.4,54,12.26242236,37.66666667
chic,64,53.1,10/8/2003,11.6,68,18.6891822,40.94444444
chic,62,54.5,10/9/2003,32.0875,65,8.824534162,47.25
chic,64,57.9,10/10/2003,34,58.5,14.4702381,34.36111111
chic,66,59.3,10/11/2003,18.3,33,20.77380952,21.91666667
chic,58,42.2,10/12/2003,6.542857143,20,17.36309524,16.34722222
chic,57,41.3,10/13/2003,17.4,60.5,12.30952381,38.19444444
chic,53,47.6,10/14/2003,14.6,10.5,18.52743271,24.4520202
chic,50,35.7,10/15/2003,7.928571429,23.5,12.36904762,26.51388889
chic,45,35.8,10/16/2003,8.9,21.5,10.39026915,27.9400527
chic,44,30.5,10/17/2003,8.1,30,8.803571429,37.63888889
chic,57,41.9,10/18/2003,10.85714286,28,12.42857143,30.18055556
chic,56,47.3,10/19/2003,10.6,20.5,22.5,22
chic,66,51.6,10/20/2003,9.6,58,25.01190476,29.19444444
chic,55,44.9,10/21/2003,14.1125,38.5,17.63224638,25.54166667
